serial_number,土地位置,土地移轉面積平方公尺,使用分區或編定,權利人持分分母,權利人持分分子,移轉情形,地號
RPOPMLSLRHIGFCB58CC,中義段,0.73,都市：住,NULL,NULL,NULL,2820000
RPPNMLSLRHIGFDB58CC,豐原段,82.0,都市：商,NULL,NULL,NULL,1900019
RPUNMLSLRHIGFDB09CC,向陽段,15.47,都市：商,NULL,NULL,NULL,2500000
RPWNMLSLRHIGFDB66CC,南陽段,16.24,都市：住,NULL,NULL,NULL,7830000
RPXNMLSLRHIGFDB76CC,豐原段,5.0,都市：商,NULL,NULL,NULL,2920079
RPXNMLSLRHIGFDB76CC,豐原段,6.0,都市：商,NULL,NULL,NULL,2920089
RPXNMLSLRHIGFDB76CC,豐原段,77.0,都市：商,NULL,NULL,NULL,2920024
RPXNMLSLRHIGFDB76CC,豐原段,5.0,都市：商,NULL,NULL,NULL,2920078
RPOOMLSLRHIGFDB58CC,車路墘段車路墘小段,53.0,都市：農,NULL,NULL,NULL,940024
RPPNMLSLRHIGFIB09CC,東城段,24.83,都市：住,NULL,NULL,NULL,120000
RPUNMLSLRHIGFFB66CC,市鎮北段,10.86,都市：商,NULL,NULL,NULL,2980000
RPQOMLSLRHIGFCB68CC,大新段,19.43,都市：住,NULL,NULL,NULL,6630000
RPOOMLRJPHIGFBB87CC,賴厝廍段,91.0,都市：商,NULL,NULL,NULL,2220032
RPWOMLSLRHIGFIB27CC,仁德段,28.97,都市：住,NULL,NULL,NULL,4610000
RPOOMLSLRHIGFIB09CC,新三和段,32.13,都市：住,NULL,NULL,NULL,700001
RPPNMLTLRHIGFCB58CC,田心段,289.98,都市：商,NULL,NULL,NULL,9810006
RPUNMLTLRHIGFIB07CC,新高鐵段,12.4,都市：商,NULL,NULL,NULL,890000
RPQNMLMJIIIGFCB96CC,大進段,19.21,都市：住,NULL,NULL,NULL,9450000
RPPNMLMJIIIGFDB96CC,豐社段,330.57,都市：農,NULL,NULL,NULL,5410000
RPQNMLMJIIIGFHB47CC,上楓段,19.02,都市：住,NULL,NULL,NULL,12750000
RPSNMLMJIIIGFBB07CC,錦村段,3.88,都市：商,NULL,NULL,NULL,2930015
RPSNMLMJIIIGFBB07CC,錦村段,7.35,都市：住,NULL,NULL,NULL,4140000
RPSNMLMJIIIGFBB07CC,錦村段,2.24,都市：住,NULL,NULL,NULL,2970000
RPSNMLMJIIIGFBB07CC,錦村段,0.07,都市：住,NULL,NULL,NULL,2970055
RPQNMLMJIIIGFIB57CC,自立段,67.83,都市：住,NULL,NULL,NULL,5500000
RPRTMLMJIIIGFIB28CC,峰西段,12.06,都市：商,NULL,NULL,NULL,2590000
RPWNMLMJIIIGFBB47CC,水源段,20.4,都市：住,NULL,NULL,NULL,310043
RPWNMLMJIIIGFBB47CC,水源段,7.8,都市：住,NULL,NULL,NULL,310064
RPVNMLMJIIIGFBB37CC,陳平段,83.0,都市：住,NULL,NULL,NULL,34580000
RPPRMLMJIIIGFIB87CC,喬城段,12.32,都市：住,NULL,NULL,NULL,4470000
RPPOMLNJIIIGFCB07CC,福德段,30.5,都市：住,NULL,NULL,NULL,160000
RPPNMLNJIIIGFIB57CC,中興段,28.25,都市：住,NULL,NULL,NULL,810004
RPPNMLNJIIIGFDB07CC,豐原段,31.93,都市：住,NULL,NULL,NULL,8250013
RPVNMLNJIIIGFCB57CC,國安段,4.35,都市：住,NULL,NULL,NULL,2920002
RPOOMLOJIIIGFCB07CC,惠民段,15.67,都市：其他:新市政中心專用區,NULL,NULL,NULL,1390000
RPQOMLOJIIIGFCB27CC,大進段,12.83,都市：住,NULL,NULL,NULL,6170000
RPTNMLOJIIIGFBB37CC,錦村段,28.09,都市：住,NULL,NULL,NULL,3680002
RPQNMLOJIIIGFBB07CC,北屯段,3.38,都市：住,NULL,NULL,NULL,1680003
RPVPMLOJIIIGFCB87CC,三塊厝段,23.15,都市：住,NULL,NULL,NULL,5990000
RPSOMLOJIIIGFIB08CC,大仁段,11.54,都市：商,NULL,NULL,NULL,210000
RPWNMLOJIIIGFCB77CC,福安段,26.16,都市：住,NULL,NULL,NULL,80001
RPVNMLOJIIIGFCB67CC,惠民段,10.13,都市：其他:新市政中心專用區,NULL,NULL,NULL,1110000
RPSNMLOJIIIGFCB37CC,惠民段,12.67,都市：其他:新市政中心專用區,NULL,NULL,NULL,110000
RPXNMLOJIIIGFCB87CC,大進段,19.16,都市：住,NULL,NULL,NULL,6170000
RPTNMLOJIIIGFCB47CC,大新段,16.07,都市：商,NULL,NULL,NULL,3670000
RPTOMLOJIIIGFBB47CC,平田段,14.8,都市：住,NULL,NULL,NULL,1000000
RPTOMLOJIIIGFBB47CC,平田段,2.73,都市：住,NULL,NULL,NULL,1000001
RPUOMLQJIIIGFBB77CC,東光段,73.0,都市：商,NULL,NULL,NULL,5010006
RPTOMLQJIIIGFBB67CC,北屯段,5.41,都市：住,NULL,NULL,NULL,1680003
RPOPMLQJIIIGFBB27CC,北屯段,11.08,都市：住,NULL,NULL,NULL,2210004
RPUNMLQJIIIGFCB77CC,上石碑段,19.26,都市：住,NULL,NULL,NULL,20760000
RPPOMLQJIIIGFCB37CC,中和段,21.19,都市：住,NULL,NULL,NULL,1400000
RPRNMLQJIIIGFBB37CC,東峰段,6.93,都市：住,NULL,NULL,NULL,1580000
RPVOMLLKIIIGFBB47CC,賴厝廍段,17.55,都市：住,NULL,NULL,NULL,700000
RPQNMLLKIIIGFCB96CC,惠民段,6.63,都市：商,NULL,NULL,NULL,1430000
RPTNMLLKIIIGFCB27CC,大明段,10.88,都市：商,NULL,NULL,NULL,2300000
RPPNMLLKIIIGFIB47CC,立新段,46.91,非都市：鄉村區 ; 非都市編定：乙種建築用地,NULL,NULL,NULL,13060000
RPPNMLMKIIIGFIB57CC,新高鐵段,12.4,都市：商,NULL,NULL,NULL,890000
RPPNMLMKIIIGFCB96CC,上石碑段,21.93,都市：住,NULL,NULL,NULL,20880000
RPRNMLMKIIIGFCB17CC,田心段,8.25,都市：住,NULL,NULL,NULL,10210000
RPWNMLMKIIIGFBB57CC,陳平段,15.88,都市：住,NULL,NULL,NULL,18930004
RPSOMLNKIIIGFBB37CC,賴厝廍段,81.0,都市：商,NULL,NULL,NULL,3430070
RPTOMLNKIIIGFBB47CC,賴厝廍段,3.33,都市：商,NULL,NULL,NULL,310003
RPTOMLNKIIIGFBB47CC,邱厝子段,2.68,都市：商,NULL,NULL,NULL,310062
RPTNMLNKIIIGFCB47CC,惠民段,33.85,都市：其他:新市政特區,NULL,NULL,NULL,1380000
RPOPMLNKIIIGFCB17CC,保安段,9.99,都市：住,NULL,NULL,NULL,4580000
RPQNMLNKIIIGFDB27CC,南陽段,100.13,都市：住,NULL,NULL,NULL,8770022
RPPNMLNKIIIGFDB17CC,豐原段,2.95,都市：商,NULL,NULL,NULL,6440020
RPPNMLNKIIIGFDB17CC,豐原段,0.62,都市：商,NULL,NULL,NULL,6440051
RPPNMLOKIIIGFCB17CC,上石碑段,9.73,都市：住,NULL,NULL,NULL,14750000
RPPNMLOKIIIGFCB17CC,上石碑段,3.16,都市：商,NULL,NULL,NULL,14740000
RPVNMLOKIIIGFBB67CC,倡和段,11.22,都市：商,NULL,NULL,NULL,1880000
RPQNMLOKIIIGFCB27CC,中義段,18.17,都市：住,NULL,NULL,NULL,6560000
RPPNMLQKIIIGFBB27CC,松茂段,76.0,都市：住,NULL,NULL,NULL,820000
RPPNMLPKIIIGFHB77CC,潭陽段,14.26,都市：住,NULL,NULL,NULL,7100000
RPXNMLQKIIIGFCB18CC,豐功段,34.47,都市：住,NULL,NULL,NULL,1070000
RPPOMLQKIIIGFCB47CC,保安段,13.75,都市：住,NULL,NULL,NULL,6360000
RPQOMLQKIIIGFCB57CC,中正段,24.13,都市：商,NULL,NULL,NULL,1550001
RPVNMLQKIIIGFIB58CC,益民段,65.22,都市：住,NULL,NULL,NULL,1940000
RPOPMLLKIIIGFBB86CC,太祥段,18.44,都市：住,NULL,NULL,NULL,1200000
RPSPMLLKIIIGFBB27CC,文北段,14.43,都市：住,NULL,NULL,NULL,60000
RPQNMLTKIIIGFBB67CC,錦村段,2.23,都市：商,NULL,NULL,NULL,2870037
RPXOMLTKIIIGFBB48CC,中清段,9.92,都市：住,NULL,NULL,NULL,540000
RPXNMLTKIIIGFCB48CC,中仁段,11.86,都市：商,NULL,NULL,NULL,3320000
RPVNMLTKIIIGFCB28CC,大墩段,23.29,都市：住,NULL,NULL,NULL,4050000
RPUOMLTKIIIGFCB28CC,惠來厝段,15.14,都市：住,NULL,NULL,NULL,1190000
RPSNMLKLIIIGFBB07CC,中興段,8.7,都市：住,NULL,NULL,NULL,1660000
RPRNMLKLIIIGFCB07CC,大新段,11.99,都市：住,NULL,NULL,NULL,2890000
RPQNMLKLIIIGFBB86CC,仁美段,18.49,都市：住,NULL,NULL,NULL,17130000
RPPNMLKLIIIGFIB47CC,大衛段,23.23,都市：住,NULL,NULL,NULL,1530000
RPPNMLMLIIIGFBB96CC,太順段,35.64,都市：住,NULL,NULL,NULL,1490000
RPRNMLNLIIIGFBB27CC,賴厝廍段,9.99,都市：住,NULL,NULL,NULL,1170002
RPRNMLNLIIIGFCB37CC,福德段,270.83,都市：住,NULL,NULL,NULL,230000
RPPNMLNLIIIGFDB27CC,圳前段,21.84,都市：住,NULL,NULL,NULL,8350000
RPPNMLNLIIIGFIB77CC,鳳凰段,8.41,非都市：工業區 ; 非都市編定：丁種建築用地,NULL,NULL,NULL,1680028
RPPNMLNLIIIGFJB87CC,新光段,8.0,都市：住,NULL,NULL,NULL,720000
RPPNMLNLIIIGFJB87CC,新光段,0.21,都市：住,NULL,NULL,NULL,720001
RPPNMLNLIIIGFJB87CC,新光段,173.63,都市：住,NULL,NULL,NULL,740000
RPPNMLNLIIIGFJB87CC,新光段,3.75,都市：住,NULL,NULL,NULL,750000
RPRNMLNLIIIGFJB08CC,麗園段,83.55,非都市：鄉村區 ; 非都市編定：乙種建築用地,NULL,NULL,NULL,640000
RPQNMLNLIIIGFHB77CC,家興段,12.96,都市：住,NULL,NULL,NULL,5640000
RPTNMLPLIIIGFCB77CC,寶文段,44.94,都市：住,NULL,NULL,NULL,470003
RPUNMLPLIIIGFCB87CC,新富段,23.37,都市：住,NULL,NULL,NULL,1000005
RPUNMLQLIIIGFBB87CC,東信段,220.9,都市：住,NULL,NULL,NULL,720000
RPQOMLQLIIIGFBB57CC,賴厝廍段,36.0,都市：住,NULL,NULL,NULL,3620019
RPPNMLQKIIIGFCB47DC,惠安段,17.26,都市：商,NULL,NULL,NULL,2430000
RPTNMLQLIIIGFCB87CC,西屯段,15.74,都市：住,NULL,NULL,NULL,22500000
RPPNMLOLIIIGFBB17CC,乾溝子段,3.81,都市：住,NULL,NULL,NULL,1350000
RPROMLNLIIIGFBB37CC,太原段,24.56,都市：住,NULL,NULL,NULL,1400001
RPUOMLNLIIIGFBB67CC,錦村段,19.22,都市：住,NULL,NULL,NULL,1930074
RPQOMLNLIIIGFBB27CC,東正段,12.4,都市：住,NULL,NULL,NULL,720003
RPVNMLNLIIIGFBB67CC,賴厝廍段,26.55,都市：住,NULL,NULL,NULL,3630000
RPUNMLQLIIIGFCB97CC,豐富段,7.83,都市：商,NULL,NULL,NULL,4650000
RPROMLLJJIIGFCB17CC,寶文段,24.0,都市：住,NULL,NULL,NULL,720021
RPQNMLLLRHIGFDC18DC,延年段,35.0,都市：商,NULL,NULL,NULL,70000
RPTNMLSLPHIGFDC88CC,德安段,12.39,都市：住,NULL,NULL,NULL,10900000
RPSNMLSLPHIGFDC78CC,德安段,29.71,都市：住,NULL,NULL,NULL,11420000
RPWNMLMLRHIGFDC78CC,源遠段,19.36,都市：住,NULL,NULL,NULL,13710000
RPPNMLLJNHIGFDC47DC,德安段,28.96,都市：住,NULL,NULL,NULL,11420000
RPPNMLMLRHIGFDC08CC,德安段,3.78,都市：住,NULL,NULL,NULL,10900000
RPUNMLLLRHIGFDC48CC,調和段,0.0,都市：住,NULL,NULL,NULL,13820021
RPTNMLNLRHIGFDC58CC,港灣段二小段,0.0,都市：商,NULL,NULL,NULL,440086
RPUNMLNLRHIGFDC68CC,大德段,0.0,都市：住,NULL,NULL,NULL,6800018
RPSOMLMJIIIGFDC47CC,光明段,0.0,都市：住,NULL,NULL,NULL,5040002
RPSOMLMJIIIGFDC47CC,光明段,0.0,都市：住,NULL,NULL,NULL,5080000
RPTNMLMJIIIGFDC47CC,田寮段,0.0,都市：商,NULL,NULL,NULL,4740000
RPOOMLMJIIIGFDC07CC,長潭段,0.0,都市：住,NULL,NULL,NULL,8450003
RPRNMLMJIIIGFDC27CC,源遠段,0.0,都市：住,NULL,NULL,NULL,11280009
RPPNMLSLRHIGFDC68CC,源遠段,12.57,都市：住,NULL,NULL,NULL,11280002
RPPNMLTLRHIGFDC78CC,明德段,25.12,都市：住,NULL,NULL,NULL,6550000
RPQNMLMJIIIGFDC17CC,德安段,0.0,都市：商,NULL,NULL,NULL,10900000
RPPNMLMKIIIGFDC17CC,德厚段,0.0,都市：商,NULL,NULL,NULL,380000
RPRNMLMKIIIGFDC37CC,長潭段,0.0,都市：住,NULL,NULL,NULL,8920000
RPTNMLOJIIIGFDC67CC,調和段,0.0,都市：住,NULL,NULL,NULL,14130000
RPPNMLNKIIIGFDC27CC,調和段,0.0,都市：住,NULL,NULL,NULL,14130000
RPOOMLQKIIIGFDC57CC,延年段,9.07,都市：商,NULL,NULL,NULL,9380000
RPOOMLQKIIIGFDC57CC,延年段,4.19,都市：其他:道路用地,NULL,NULL,NULL,9380001
RPOOMLQKIIIGFDC57CC,延年段,60.69,都市：商,NULL,NULL,NULL,9390000
RPOOMLQKIIIGFDC57CC,延年段,22.32,都市：其他:道路用地,NULL,NULL,NULL,9390001
RPPNMLLLIIIGFDC17CC,工建段,0.0,都市：住,NULL,NULL,NULL,5120000
RPRNMLLLRHIGFAD97CC,立人段,7.25,都市：住,NULL,NULL,NULL,650003
RPTOMLLLRHIGFAD28CC,環河段,114.0,都市：住,NULL,NULL,NULL,23670000
RPQOMLLLRHIGFAD97CC,北元段,1.22,都市：住,NULL,NULL,NULL,10700000
RPQOMLLLRHIGFAD97CC,北元段,35.28,都市：住,NULL,NULL,NULL,10700004
RPQOMLLLRHIGFAD97CC,北元段,11.33,都市：住,NULL,NULL,NULL,10700008
RPRNMLLLRHIGFBD08CC,慈安段,66.11,都市：工,NULL,NULL,NULL,660000
RPRNMLLLRHIGFBD08CC,慈安段,18.88,都市：其他:道路用地,NULL,NULL,NULL,650000
RPUNMLLLRHIGFCD48CC,公英段,124.0,都市：住,NULL,NULL,NULL,12570009
RPRNMLLLRHIGFKD98CC,龍埔段,68.14,都市：住,NULL,NULL,NULL,24140000
RPPNMLLLRHIGFGD38CC,佳里段,88.0,都市：商,NULL,NULL,NULL,10900007
RPTNMLLLRHIGFID98CC,八甲段,19.83,非都市：一般農業區 ; 非都市編定：甲種建築用地,NULL,NULL,NULL,1510000
RPTNMLLLRHIGFID98CC,八甲段,73.0,非都市：一般農業區 ; 非都市編定：甲種建築用地,NULL,NULL,NULL,1510057
RPPNMLMLRHIGFBD97CC,淵北段,37.37,都市：住,NULL,NULL,NULL,4150019
RPPNMLMLRHIGFBD97CC,淵北段,68.87,都市：住,NULL,NULL,NULL,4120011
RPPNMLMLRHIGFCD08CC,新興段,148.0,都市：住,NULL,NULL,NULL,2450004
RPPNMLNLRHIGFBD08CC,溪墘段,118.83,都市：住,NULL,NULL,NULL,520000
RPQNMLNLRHIGFCD28CC,同安段,73.23,都市：住,NULL,NULL,NULL,7420000
RPUOMLNLRHIGFAD58CC,文元段,103.29,都市：住,NULL,NULL,NULL,7910000
RPUOMLNLRHIGFAD58CC,文元段,108.34,都市：住,NULL,NULL,NULL,7920000
RPPNMLNLRHIGFGD58CC,佳化段,37.64,非都市：鄉村區 ; 非都市編定：乙種建築用地,NULL,NULL,NULL,13420000
RPSNMLPLRHIGFAD48CC,康祥段,81.09,都市：住,NULL,NULL,NULL,90000
RPSNMLPLRHIGFAD48CC,康祥段,80.11,都市：住,NULL,NULL,NULL,100000
RPTNMLPLRHIGFAD58CC,開元段,10.72,都市：商,NULL,NULL,NULL,5970000
RPTNMLPLRHIGFAD58CC,開元段,0.51,都市：住,NULL,NULL,NULL,6180000
RPTNMLPLRHIGFAD58CC,開元段,0.03,都市：其他:廣場（停車?）用地,NULL,NULL,NULL,3610025
RPTNMLPLRHIGFHD66CC,福壽段,139.24,都市：其他:,NULL,NULL,NULL,9730000
RPQNMLQLRHIGFAD38CC,中山段,39.0,都市：商,NULL,NULL,NULL,4290000
RPQNMLQLRHIGFAD38CC,中山段,103.02,都市：商,NULL,NULL,NULL,4300000
RPQNMLQLRHIGFAD38CC,中山段,2.1,都市：其他:道路用地,NULL,NULL,NULL,4300001
RPQNMLQLRHIGFAD38CC,中山段,39.03,都市：商,NULL,NULL,NULL,4310000
RPUNMLQLRHIGFAD78CC,新南段,109.0,都市：住,NULL,NULL,NULL,840007
RPPNMLQLRHIGFBD38CC,國安段,221.56,都市：住,NULL,NULL,NULL,15200008
RPQNMLQLRHIGFBD48CC,國安段,223.27,都市：住,NULL,NULL,NULL,15200007
RPPNMLMLRHIGFDD18CC,新茄苳段,278.34,都市：其他:產業專用區,NULL,NULL,NULL,1180002
RPPNMLQLRHIGFKD66CC,南工段,77.7,都市：住,NULL,NULL,NULL,3000000
RPSOMLQLRHIGFKD07CC,大灣段,0.0,都市：住,NULL,NULL,NULL,87350000
RPVNMLRLRHIGFAD98CC,新南段,6.14,都市：住,NULL,NULL,NULL,1080025
RPPNMLRLRHIGFCD58CC,水交社段,10.77,都市：住,NULL,NULL,NULL,70000
RPPNMLRLRHIGFCD58CC,水交社段,6.81,都市：住,NULL,NULL,NULL,90000
RPPNMLRLRHIGFCD58CC,水交社段,10.67,都市：住,NULL,NULL,NULL,110000
RPSNMLRLRHIGFHD76CC,看西段,60.0,都市：住,NULL,NULL,NULL,11150008
RPPNMLRLRHIGFKD76CC,橋北段,172.09,都市：住,NULL,NULL,NULL,290000
RPPNMLRLRHIGFKD76CC,橋北段,88.56,都市：住,NULL,NULL,NULL,290001
RPUNMLSLRHIGFAD98CC,新南段,9.16,都市：商,NULL,NULL,NULL,780006
RPRNMLSLRHIGFBD78CC,和業段,508.86,都市：工,NULL,NULL,NULL,11450000
RPSNMLSLRHIGFBD88CC,科工段,330.58,都市：工,NULL,NULL,NULL,2530000
RPSNMLSLRHIGFBD88CC,科工段,330.58,都市：工,NULL,NULL,NULL,2540000
RPRNMLSLRHIGFCD88CC,新東段,35.55,都市：住,NULL,NULL,NULL,700015
RPROMLSLRHIGFHD86CC,新北段,34.22,都市：住,NULL,NULL,NULL,570000
RPPNMLSLRHIGFHD56CC,三民段,113.92,都市：其他:,NULL,NULL,NULL,7190000
RPQNMLTLRHIGFBD78CC,鎮安段,75.23,都市：住,NULL,NULL,NULL,4380000
RPPNMLTLRHIGFAD58CC,五條港段,2.04,都市：商,NULL,NULL,NULL,1040000
RPPNMLTLRHIGFAD58CC,五條港段,3.09,都市：商,NULL,NULL,NULL,1050000
RPTNMLSLRHIGFID07CC,八甲段,2393.0,非都市：一般農業區 ; 非都市編定：農牧用地,NULL,NULL,NULL,41240000
RPSNMLMJIIIGFAD17CC,新南段,11.06,都市：商,NULL,NULL,NULL,780006
RPQNMLMJIIIGFID77CC,崁腳北段,270.5,都市：工,NULL,NULL,NULL,10320000
RPPNMLNJIIIGFAD07DC,北元段,43.7,都市：住,NULL,NULL,NULL,7220000
RPQNMLMJIIIGFHD67CC,善西段,234.8,都市：住,NULL,NULL,NULL,4370000
RPRNMLRJIIIGFBD67CC,安西段,24.14,都市：住,NULL,NULL,NULL,21290000
RPPNMLRJIIIGFGD97CC,佳里段,8.01,都市：商,NULL,NULL,NULL,16300041
RPPNMLTJIIIGFBD67CC,安和段,394.27,都市：其他:空白,NULL,NULL,NULL,5190000
RPPNMLTJIIIGFBD67CC,安和段,292.3,都市：其他:空白,NULL,NULL,NULL,5200000
RPPNMLTJIIIGFBD67CC,安和段,879.86,都市：其他:空白,NULL,NULL,NULL,5210000
RPPNMLTJIIIGFBD67CC,安和段,199.0,都市：其他:空白,NULL,NULL,NULL,5210001
RPPNMLTJIIIGFBD67CC,安和段,0.49,都市：其他:空白,NULL,NULL,NULL,5210002
RPSNMLLKIIIGFKD18CC,大灣段,66.0,都市：住,NULL,NULL,NULL,68120003
RPPNMLLKIIIGFKD97DC,六甲頂段,170.0,都市：住,NULL,NULL,NULL,6060000
RPOOMLQJIIIGFKD28CC,六甲頂段,3.27,都市：住,NULL,NULL,NULL,10910000
RPQNMLNKIIIGFAD17CC,金華段,3.44,都市：住,NULL,NULL,NULL,450001
RPQNMLNKIIIGFHD87CC,港口段,33.48,非都市：鄉村區 ; 非都市編定：乙種建築用地,NULL,NULL,NULL,28380000
RPRNMLOKIIIGFAD37CC,延平段,32.06,都市：住,NULL,NULL,NULL,11690060
RPSNMLOKIIIGFAD47CC,北元段,24.19,都市：住,NULL,NULL,NULL,7480000
RPPNMLPKIIIGFID08CC,武東段,34.09,都市：住,NULL,NULL,NULL,1060001
RPSNMLMKIIIGFCD47CC,竹篙厝段,13.75,都市：住,NULL,NULL,NULL,16780014
RPRNMLQKIIIGFCD77CC,富農段,5.05,都市：住,NULL,NULL,NULL,480000
RPRNMLQKIIIGFCD77CC,富農段,2.02,都市：住,NULL,NULL,NULL,480001
RPPNMLQKIIIGFKD38CC,埔園段,21.93,都市：住,NULL,NULL,NULL,8550000
RPSOMLRKIIIGFCD08CC,竹篙厝段,100.0,都市：住,NULL,NULL,NULL,18040002
RPXOMLRKIIIGFCD58CC,仁和段,53.01,都市：住,NULL,NULL,NULL,12780000
RPPNMLTKIIIGFAD67CC,上鯤鯓段,79.54,都市：住,NULL,NULL,NULL,4000000
RPPNMLTKIIIGFAD67CC,上鯤鯓段,75.95,都市：住,NULL,NULL,NULL,4000001
RPPNMLTKIIIGFHD38CC,港口段,1692.65,非都市：一般農業區 ; 非都市編定：農牧用地,NULL,NULL,NULL,2380006
RPPNMLTKIIIGFHD38CC,港口段,456.12,非都市：一般農業區 ; 非都市編定：農牧用地,NULL,NULL,NULL,2070001
RPPNMLKLIIIGFED27CC,中興段,1322.0,都市：住,NULL,NULL,NULL,7610000
RPPNMLKLIIIGFID67CC,香洋段,122.0,都市：住,NULL,NULL,NULL,9020000
RPQNMLNLIIIGFDD57CC,三興段,63.94,都市：住,NULL,NULL,NULL,4080000
RPWNMLQLIIIGFCD38CC,東寧段,88.0,都市：商,NULL,NULL,NULL,4340000
RPWNMLQLIIIGFCD38CC,東寧段,89.0,都市：商,NULL,NULL,NULL,4350000
RPOOMLTKIIIGFCD87CC,大山段,236.19,都市：住,NULL,NULL,NULL,4210000
RPQNMLRLIIIGFDD97CC,新生段,98.62,都市：住,NULL,NULL,NULL,11310000
RPPNMLLLRHIGFAE87CC,青海段,8.4,都市：商,NULL,NULL,NULL,1720000
RPSNMLLLRHIGFAE18CC,前金段,4.04,都市：商,NULL,NULL,NULL,930004
RPOOMLLLRHIGFAE87CC,青海段,17.04,都市：住,NULL,NULL,NULL,650000
RPXNMLLLRHIGFAE68CC,興仁段,16.88,都市：商,NULL,NULL,NULL,8180000
RPPOMLLLRHIGFAE97CC,博孝段,1.98,都市：商,NULL,NULL,NULL,14130000
RPQOMLLLRHIGFAE08CC,龍華段二小段,38.67,都市：住,NULL,NULL,NULL,5970000
RPUNMLLLRHIGFCE58CC,光華段一小段,113.0,都市：商,NULL,NULL,NULL,18050000
RPPNMLLLRHIGFDE18CC,大港段,26.15,都市：住,NULL,NULL,NULL,36170000
RPPOMLLLRHIGFDE28CC,陽明段二小段,19.15,都市：住,NULL,NULL,NULL,1570000
RPSNMLLLRHIGFEE58CC,芎蕉段,65.86,都市：住,NULL,NULL,NULL,2730016
RPSNMLLLRHIGFGE78CC,文英段,12.93,都市：住,NULL,NULL,NULL,21420003
RPTNMLLLRHIGFGE88CC,竹子腳段,24.13,都市：住,NULL,NULL,NULL,2230361
RPSNMLLLRHIGFIE98CC,仁新段,644.0,都市：農,NULL,NULL,NULL,7830015
RPTNMLMLRHIGFBE48CC,新興段一小段,7.98,都市：商,NULL,NULL,NULL,21050000
RPTNMLMLRHIGFBE48CC,新興段一小段,1.14,都市：商,NULL,NULL,NULL,21050001
RPTNMLMLRHIGFBE48CC,新興段一小段,0.32,都市：其他:道路用地,NULL,NULL,NULL,21050002
RPPOMLMLRHIGFBE18CC,林德官段,5.68,都市：商,NULL,NULL,NULL,12940023
RPPNMLMLRHIGFCE18CC,鳳鼻頭段,9510.0,都市：其他:都市計畫外,NULL,NULL,NULL,10560000
RPPNMLMLRHIGFCE18CC,鳳鼻頭段,10852.0,都市：其他:都市計畫外,NULL,NULL,NULL,10570000
RPVNMLMLRHIGFDE88CC,獅頭段一小段,22.16,都市：商,NULL,NULL,NULL,20640000
RPVNMLMLRHIGFDE88CC,獅頭段一小段,18.48,都市：住,NULL,NULL,NULL,20640001
RPROMLMLRHIGFDE58CC,中都段三小段,122.69,都市：住,NULL,NULL,NULL,11570054
RPRNMLMLRHIGFEE58CC,福民段,15.46,都市：住,NULL,NULL,NULL,1110000
